param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
3,log2,3,5,200,0.5985401459854015,0.6383601756954612,0.5938375350140056,0.6138613861386139,0.6370370370370371
3,log2,3,5,300,0.5997088791848617,0.6394160583941606,0.5921787709497207,0.6175637393767706,0.6379821958456974
3,log2,3,10,50,0.5979381443298969,0.6295754026354319,0.5968882602545968,0.6147308781869688,0.638109305760709
3,log2,3,10,100,0.6029411764705882,0.638235294117647,0.5952045133991537,0.6142857142857143,0.6417910447761194
3,log2,3,10,200,0.5985401459854015,0.6383601756954612,0.5938375350140056,0.6138613861386139,0.6370370370370371
3,log2,3,10,300,0.5997088791848617,0.6394160583941606,0.5921787709497207,0.6175637393767706,0.6379821958456974
3,log2,5,2,50,0.5979381443298969,0.6295754026354319,0.5968882602545968,0.6147308781869688,0.638109305760709
3,log2,5,2,100,0.6029411764705882,0.638235294117647,0.5952045133991537,0.6142857142857143,0.6417910447761194
3,log2,5,2,200,0.5985401459854015,0.6383601756954612,0.5938375350140056,0.6138613861386139,0.6370370370370371
3,log2,5,2,300,0.5997088791848617,0.6394160583941606,0.5921787709497207,0.6175637393767706,0.6379821958456974
3,log2,5,5,50,0.5979381443298969,0.6295754026354319,0.5968882602545968,0.6147308781869688,0.638109305760709
3,log2,5,5,100,0.6029411764705882,0.638235294117647,0.5952045133991537,0.6142857142857143,0.6417910447761194
3,log2,5,5,200,0.5985401459854015,0.6383601756954612,0.5938375350140056,0.6138613861386139,0.6370370370370371
3,log2,5,5,300,0.5997088791848617,0.6394160583941606,0.5921787709497207,0.6175637393767706,0.6379821958456974
3,log2,5,10,50,0.5979381443298969,0.6295754026354319,0.5968882602545968,0.6147308781869688,0.638109305760709
3,log2,5,10,100,0.6029411764705882,0.638235294117647,0.5952045133991537,0.6142857142857143,0.6417910447761194
3,log2,5,10,200,0.5985401459854015,0.6383601756954612,0.5938375350140056,0.6138613861386139,0.6370370370370371
3,log2,5,10,300,0.5997088791848617,0.6394160583941606,0.5921787709497207,0.6175637393767706,0.6379821958456974
5,sqrt,1,2,50,0.6011904761904762,0.6527570789865872,0.6002844950213371,0.6240928882438317,0.656441717791411
5,sqrt,1,2,100,0.6092124814264487,0.6458333333333334,0.6048502139800286,0.6195965417867435,0.6453576864535768
5,sqrt,1,2,200,0.6044444444444445,0.6444780635400907,0.6008583690987125,0.6187050359712231,0.6453576864535768
5,sqrt,1,2,300,0.6083086053412463,0.6456456456456456,0.6019971469329529,0.6215827338129496,0.6484848484848484
5,sqrt,1,5,50,0.606508875739645,0.6518518518518519,0.6002844950213371,0.6259097525473072,0.6574500768049155
5,sqrt,1,5,100,0.6029411764705882,0.6508172362555721,0.6028571428571429,0.622286541244573,0.6453576864535768
