param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__num_leaves,param_classifier__reg_lambda,param_classifier__subsample,param_classifier__subsample_freq,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.01,5,300,31,7,0.8,1,0.601823708206687,0.6464339908952959,0.6103703703703703,0.6206896551724138,0.65625
0.01,7,50,7,1,0.4,1,0.5967016491754122,0.6306306306306306,0.6096866096866097,0.6140602582496413,0.6625954198473283
0.01,7,50,7,1,0.6,1,0.6003016591251885,0.6328358208955224,0.6105563480741797,0.6176470588235294,0.6595092024539877
0.01,7,50,7,1,0.8,1,0.6003016591251885,0.631578947368421,0.613603473227207,0.6085714285714285,0.6595092024539877
0.01,7,50,7,3,0.4,1,0.5967016491754122,0.6366366366366366,0.6088193456614509,0.6160458452722063,0.6625954198473283
0.01,7,50,7,3,0.6,1,0.603030303030303,0.6328358208955224,0.615606936416185,0.6131386861313869,0.6584992343032159
0.01,7,50,7,3,0.8,1,0.6003016591251885,0.631578947368421,0.613603473227207,0.6059743954480796,0.646875
0.01,7,50,7,7,0.4,1,0.5949177877428998,0.6377245508982036,0.6111908177905309,0.6129943502824858,0.6546003016591252
0.01,7,50,7,7,0.6,1,0.6039453717754173,0.6325301204819277,0.6176046176046176,0.6156028368794326,0.6595092024539877
0.01,7,50,7,7,0.8,1,0.6003016591251885,0.631578947368421,0.6185567010309279,0.6059743954480796,0.646875
0.01,7,50,15,1,0.4,1,0.6012269938650306,0.6423135464231354,0.6142649199417758,0.6222222222222222,0.6698412698412698
0.01,7,50,15,1,0.6,1,0.599388379204893,0.6402439024390244,0.6207906295754027,0.6270928462709284,0.6614420062695925
0.01,7,50,15,1,0.8,1,0.6092307692307692,0.6351145038167939,0.6226138032305433,0.6255639097744361,0.6624605678233438
0.01,7,50,15,3,0.4,1,0.6003062787136294,0.6442748091603053,0.6133720930232558,0.6320474777448071,0.6687898089171974
0.01,7,50,15,3,0.6,1,0.6040061633281972,0.6391437308868502,0.6169590643274854,0.6210045662100456,0.66875
0.01,7,50,15,3,0.8,1,0.6082949308755761,0.6391437308868502,0.6217008797653959,0.6232980332829047,0.6645669291338583
0.01,7,50,15,7,0.4,1,0.6048632218844985,0.6393939393939394,0.6131386861313869,0.6281481481481481,0.6687598116169545
0.01,7,50,15,7,0.6,1,0.5996955859969558,0.6440677966101694,0.6178623718887262,0.6274509803921569,0.6635367762128326
0.01,7,50,15,7,0.8,1,0.6113671274961597,0.6390168970814132,0.6226138032305433,0.6207951070336392,0.6677165354330709
0.01,7,50,31,1,0.4,1,0.6071987480438185,0.6492307692307693,0.6189024390243902,0.6172465960665658,0.6634768740031898
0.01,7,50,31,1,0.6,1,0.5993788819875776,0.6471494607087828,0.6184012066365008,0.6158536585365854,0.6582278481012658
0.01,7,50,31,1,0.8,1,0.6069182389937107,0.6523076923076923,0.6188340807174888,0.6186830015313936,0.6551181102362205
0.01,7,50,31,3,0.4,1,0.6027820710973725,0.650381679389313,0.6216216216216216,0.6329866270430906,0.6730462519936204
0.01,7,50,31,3,0.6,1,0.6034214618973561,0.6523736600306279,0.6119402985074627,0.6231003039513677,0.6666666666666666
0.01,7,50,31,3,0.8,1,0.6050156739811913,0.654434250764526,0.61698956780924,0.6217457886676876,0.651017214397496
0.01,7,50,31,7,0.4,1,0.6021180030257186,0.6382978723404256,0.6158357771260997,0.6251851851851852,0.6656101426307448
0.01,7,50,31,7,0.6,1,0.5911179173047473,0.6483180428134556,0.6172106824925816,0.6242424242424243,0.6656101426307448
0.01,7,50,31,7,0.8,1,0.6082949308755761,0.6431852986217458,0.6181818181818182,0.6217457886676876,0.6571879936808847
0.01,7,100,7,1,0.4,1,0.6035502958579881,0.6378539493293591,0.6073446327683616,0.6193181818181818,0.6636085626911316
0.01,7,100,7,1,0.6,1,0.6035502958579881,0.6379821958456974,0.6099290780141844,0.6169014084507042,0.6615853658536586
0.01,7,100,7,1,0.8,1,0.6053412462908012,0.631578947368421,0.6131805157593123,0.6068376068376068,0.6635802469135802
0.01,7,100,7,3,0.4,1,0.6005917159763313,0.6377245508982036,0.6062322946175638,0.6212765957446809,0.6615853658536586
0.01,7,100,7,3,0.6,1,0.600297176820208,0.6369047619047619,0.6169296987087518,0.6134453781512605,0.6615853658536586
0.01,7,100,7,3,0.8,1,0.5970149253731343,0.631578947368421,0.6145092460881935,0.6068376068376068,0.662557781201849
0.01,7,100,7,7,0.4,1,0.5976331360946746,0.6398809523809523,0.6088193456614509,0.6177715091678421,0.6586102719033232
0.01,7,100,7,7,0.6,1,0.6017964071856288,0.6378539493293591,0.6162624821683309,0.6143057503506312,0.661608497723824
0.01,7,100,7,7,0.8,1,0.5970149253731343,0.631578947368421,0.6160458452722063,0.6082036775106082,0.6635802469135802
0.01,7,100,15,1,0.4,1,0.6076335877862595,0.6534351145038167,0.611764705882353,0.621301775147929,0.6635220125786163
0.01,7,100,15,1,0.6,1,0.6116207951070336,0.6432926829268293,0.6112759643916914,0.6326836581709145,0.6635367762128326
0.01,7,100,15,1,0.8,1,0.6036585365853658,0.6412213740458015,0.6167400881057269,0.6295180722891566,0.6698412698412698
0.01,7,100,15,3,0.4,1,0.6036585365853658,0.647239263803681,0.6131386861313869,0.6272189349112426,0.6645669291338583
0.01,7,100,15,3,0.6,1,0.60790273556231,0.647239263803681,0.6162962962962963,0.6317365269461078,0.6666666666666666
0.01,7,100,15,3,0.8,1,0.6057838660578386,0.6422018348623854,0.6196769456681351,0.6246246246246246,0.6729857819905213
0.01,7,100,15,7,0.4,1,0.5945945945945946,0.6484848484848484,0.6144927536231884,0.6262924667651403,0.6583850931677019
0.01,7,100,15,7,0.6,1,0.6045112781954888,0.6482334869431644,0.6176470588235294,0.6326836581709145,0.6656298600311042
0.01,7,100,15,7,0.8,1,0.6063348416289592,0.6381679389312978,0.6185567010309279,0.6274509803921569,0.668769716088328
0.01,7,100,31,1,0.4,1,0.6066350710900474,0.6542635658914728,0.6141975308641975,0.6132930513595166,0.6550632911392406
0.01,7,100,31,1,0.6,1,0.609105180533752,0.6595092024539877,0.6170212765957447,0.6151515151515151,0.65086887835703
0.01,7,100,31,1,0.8,1,0.60062893081761,0.6492307692307693,0.6130500758725341,0.6200607902735562,0.6582278481012658
0.01,7,100,31,3,0.4,1,0.6077519379844961,0.652241112828439,0.6179604261796042,0.6186186186186187,0.6656151419558359
0.01,7,100,31,3,0.6,1,0.6068111455108359,0.6553846153846153,0.6160849772382397,0.6283987915407855,0.6540880503144654
0.01,7,100,31,3,0.8,1,0.6043613707165109,0.6533742331288344,0.608433734939759,0.622154779969651,0.6561514195583596
0.01,7,100,31,7,0.4,1,0.600609756097561,0.6564885496183206,0.6187683284457478,0.6222222222222222,0.659375
0.01,7,100,31,7,0.6,1,0.6012269938650306,0.6523736600306279,0.6130952380952381,0.6314199395770392,0.6604068857589984
0.01,7,100,31,7,0.8,1,0.608424336973479,0.6513056835637481,0.6210045662100456,0.6195488721804512,0.6614420062695925
0.01,7,200,7,1,0.4,1,0.6032689450222882,0.6467065868263473,0.6025824964131994,0.6318840579710145,0.6604651162790698
0.01,7,200,7,1,0.6,1,0.6041666666666666,0.6447761194029851,0.6037195994277539,0.6217765042979942,0.6604651162790698
0.01,7,200,7,1,0.8,1,0.6053412462908012,0.6409495548961425,0.6107954545454546,0.6210826210826211,0.6605222734254992
0.01,7,200,7,3,0.4,1,0.6032689450222882,0.6447761194029851,0.6048502139800286,0.6282420749279539,0.6584615384615384
0.01,7,200,7,3,0.6,1,0.6032689450222882,0.646795827123696,0.6096866096866097,0.6226685796269728,0.6604938271604939
0.01,7,200,7,3,0.8,1,0.6053412462908012,0.6409495548961425,0.61212976022567,0.6210826210826211,0.6564885496183206
0.01,7,200,7,7,0.4,1,0.6020864381520119,0.6457399103139013,0.6048502139800286,0.6251808972503617,0.6553846153846153
0.01,7,200,7,7,0.6,1,0.600297176820208,0.6477611940298508,0.6107954545454546,0.6208869814020028,0.6594761171032357
0.01,7,200,7,7,0.8,1,0.6041666666666666,0.6438152011922503,0.6138613861386139,0.6228571428571429,0.6564885496183206
0.01,7,200,15,1,0.4,1,0.6080246913580247,0.6482334869431644,0.6190476190476191,0.6126126126126126,0.6635071090047393
0.01,7,200,15,1,0.6,1,0.6106870229007634,0.6411042944785276,0.6130952380952381,0.6176911544227887,0.6551724137931034
0.01,7,200,15,1,0.8,1,0.6104294478527608,0.6401225114854517,0.6103703703703703,0.6225563909774436,0.6624605678233438
0.01,7,200,15,3,0.4,1,0.6082949308755761,0.6554878048780488,0.6229508196721312,0.6107784431137725,0.6635367762128326
0.01,7,200,15,3,0.6,1,0.6036585365853658,0.6431852986217458,0.61698956780924,0.6197604790419161,0.65625
0.01,7,200,15,3,0.8,1,0.6094946401225115,0.6401225114854517,0.6142433234421365,0.6238805970149254,0.659375
0.01,7,200,15,7,0.4,1,0.6076335877862595,0.6525679758308157,0.6210995542347697,0.6289120715350224,0.664576802507837
0.01,7,200,15,7,0.6,1,0.6069802731411229,0.6412213740458015,0.6144756277695717,0.6199701937406855,0.6614420062695925
0.01,7,200,15,7,0.8,1,0.6057838660578386,0.6423135464231354,0.6162962962962963,0.6268656716417911,0.6604068857589984
0.01,7,200,31,1,0.4,1,0.604133545310016,0.6521060842433697,0.6172839506172839,0.6158536585365854,0.6591276252019386
0.01,7,200,31,1,0.6,1,0.6059654631083202,0.6542635658914728,0.6137404580152672,0.6130500758725341,0.6528
0.01,7,200,31,1,0.8,1,0.6117274167987322,0.6583850931677019,0.6072507552870091,0.6231003039513677,0.6592356687898089
0.01,7,200,31,3,0.4,1,0.609375,0.652241112828439,0.6259541984732825,0.6151515151515151,0.6602870813397129
0.01,7,200,31,3,0.6,1,0.6115444617784711,0.6491499227202473,0.6170212765957447,0.6212121212121212,0.6550632911392406
0.01,7,200,31,3,0.8,1,0.609375,0.6594427244582043,0.6121212121212121,0.6181818181818182,0.6570972886762361
0.01,7,200,31,7,0.4,1,0.6040061633281972,0.6513056835637481,0.6181277860326895,0.6184012066365008,0.6634920634920635
0.01,7,200,31,7,0.6,1,0.6073619631901841,0.647239263803681,0.6158445440956651,0.6214177978883861,0.660377358490566
0.01,7,200,31,7,0.8,1,0.6158631415241057,0.6533742331288344,0.6139817629179332,0.6176911544227887,0.6614664586583463
0.01,7,300,7,1,0.4,1,0.6093514328808446,0.6446776611694153,0.6014388489208633,0.6269956458635704,0.659375
0.01,7,300,7,1,0.6,1,0.6056971514242878,0.6457399103139013,0.6051873198847262,0.6231884057971014,0.656441717791411
0.01,7,300,7,1,0.8,1,0.6077844311377245,0.6456456456456456,0.6057142857142858,0.6213872832369942,0.6625386996904025
0.01,7,300,7,3,0.4,1,0.6051437216338881,0.6475903614457831,0.6063218390804598,0.6259097525473072,0.654320987654321
0.01,7,300,7,3,0.6,1,0.6105263157894737,0.6416791604197901,0.6071942446043166,0.6233766233766234,0.6584615384615384
0.01,7,300,7,3,0.8,1,0.6096096096096096,0.6425339366515838,0.6057142857142858,0.6204906204906205,0.6584234930448223
0.01,7,300,7,7,0.4,1,0.6063348416289592,0.649624060150376,0.6129496402877698,0.6298984034833092,0.6563944530046225
0.01,7,300,7,7,0.6,1,0.6093514328808446,0.6457399103139013,0.6120689655172413,0.6242774566473989,0.6604938271604939
0.01,7,300,7,7,0.8,1,0.608433734939759,0.641566265060241,0.6105563480741797,0.622286541244573,0.6604938271604939
0.01,7,300,15,1,0.4,1,0.609642301710731,0.648062015503876,0.6158445440956651,0.6146926536731634,0.6572769953051644
0.01,7,300,15,1,0.6,1,0.6058732612055642,0.6482334869431644,0.6151560178306092,0.6139817629179332,0.65625
0.01,7,300,15,1,0.8,1,0.6068111455108359,0.6482334869431644,0.604992657856094,0.6174698795180723,0.659375
0.01,7,300,15,3,0.4,1,0.6125,0.653250773993808,0.624813153961136,0.6098654708520179,0.660377358490566
0.01,7,300,15,3,0.6,1,0.6049382716049383,0.6473282442748092,0.6190476190476191,0.6105263157894737,0.6510903426791277
0.01,7,300,15,3,0.8,1,0.5996908809891809,0.6462480857580398,0.6153846153846154,0.6214177978883861,0.6552262090483619
0.01,7,300,15,7,0.4,1,0.6027820710973725,0.6524390243902439,0.6181277860326895,0.6158445440956651,0.6593059936908517
0.01,7,300,15,7,0.6,1,0.6073619631901841,0.6442748091603053,0.6190476190476191,0.6107784431137725,0.65625
0.01,7,300,15,7,0.8,1,0.6099071207430341,0.650381679389313,0.6192592592592593,0.6146926536731634,0.6541471048513302
0.01,7,300,31,1,0.4,1,0.6158833063209076,0.6582278481012658,0.6149162861491628,0.6198473282442748,0.6623586429725363
0.01,7,300,31,1,0.6,1,0.6222222222222222,0.6582278481012658,0.6045801526717557,0.6146788990825688,0.6591639871382636
0.01,7,300,31,1,0.8,1,0.6114649681528662,0.6635220125786163,0.6012084592145015,0.6215384615384615,0.6634768740031898
0.01,7,300,31,3,0.4,1,0.6050955414012739,0.6562009419152276,0.6189024390243902,0.6100151745068285,0.6581059390048154
0.01,7,300,31,3,0.6,1,0.6110236220472441,0.6510903426791277,0.6149162861491628,0.6165644171779141,0.6570972886762361
0.01,7,300,31,3,0.8,1,0.6063492063492063,0.658267716535433,0.6003016591251885,0.6219512195121951,0.6570972886762361
0.01,7,300,31,7,0.4,1,0.6034214618973561,0.6553323029366306,0.6167664670658682,0.6193353474320241,0.6613672496025437
0.01,7,300,31,7,0.6,1,0.6081504702194357,0.6490683229813664,0.6167664670658682,0.6232980332829047,0.652931854199683
0.01,7,300,31,7,0.8,1,0.6125,0.656298600311042,0.6118721461187214,0.6102719033232629,0.6635071090047393
0.05,3,50,7,1,0.4,1,0.5967976710334789,0.6468842729970327,0.6125356125356125,0.6235955056179775,0.6584992343032159
0.05,3,50,7,1,0.6,1,0.5973645680819912,0.6488888888888888,0.6115007012622721,0.6242937853107344,0.6626506024096386
0.05,3,50,7,1,0.8,1,0.6020558002936858,0.6439169139465876,0.6099290780141844,0.6260623229461756,0.662613981762918
0.05,3,50,7,3,0.4,1,0.6020558002936858,0.6456456456456456,0.6096866096866097,0.6253521126760564,0.6555386949924128
0.05,3,50,7,3,0.6,1,0.6008836524300442,0.6479289940828402,0.609308885754584,0.6235955056179775,0.6626323751891074
0.05,3,50,7,3,0.8,1,0.6,0.6439169139465876,0.6053748231966054,0.6214689265536724,0.6576168929110106
0.05,3,50,7,7,0.4,1,0.6032210834553441,0.6439169139465876,0.6114285714285714,0.6260623229461756,0.6606060606060606
0.05,3,50,7,7,0.6,1,0.6020558002936858,0.6499261447562777,0.606993006993007,0.6255259467040674,0.6595744680851063
0.05,3,50,7,7,0.8,1,0.6032210834553441,0.6460176991150443,0.6101694915254238,0.6223479490806223,0.6606606606606606
0.05,3,50,15,1,0.4,1,0.6023391812865497,0.6518518518518519,0.6065808297567954,0.6262341325811002,0.6534954407294833
0.05,3,50,15,1,0.6,1,0.6005830903790087,0.6449704142011834,0.611032531824611,0.6296296296296297,0.6656580937972768
0.05,3,50,15,1,0.8,1,0.6023391812865497,0.6431718061674009,0.6053748231966054,0.620199146514936,0.6585735963581184
0.05,3,50,15,3,0.4,1,0.6041055718475073,0.6438152011922503,0.6062322946175638,0.6235955056179775,0.6595744680851063
0.05,3,50,15,3,0.6,1,0.6011730205278593,0.6479289940828402,0.6143057503506312,0.6207865168539326,0.6606334841628959
0.05,3,50,15,3,0.8,1,0.6014598540145986,0.6460176991150443,0.6082036775106082,0.6184397163120567,0.6636500754147813
0.05,3,50,15,7,0.4,1,0.6052631578947368,0.6409495548961425,0.6074498567335244,0.6234132581100141,0.6595744680851063
0.05,3,50,15,7,0.6,1,0.6,0.6450662739322534,0.6072423398328691,0.6264044943820225,0.6585735963581184
0.05,3,50,15,7,0.8,1,0.6002928257686676,0.6391752577319587,0.6123595505617978,0.6239316239316239,0.6636500754147813
0.05,3,50,31,1,0.4,1,0.6023391812865497,0.6518518518518519,0.6065808297567954,0.6262341325811002,0.6534954407294833
0.05,3,50,31,1,0.6,1,0.6005830903790087,0.6449704142011834,0.611032531824611,0.6296296296296297,0.6656580937972768
0.05,3,50,31,1,0.8,1,0.6023391812865497,0.6431718061674009,0.6053748231966054,0.620199146514936,0.6585735963581184
0.05,3,50,31,3,0.4,1,0.6041055718475073,0.6438152011922503,0.6062322946175638,0.6235955056179775,0.6595744680851063
0.05,3,50,31,3,0.6,1,0.6011730205278593,0.6479289940828402,0.6143057503506312,0.6207865168539326,0.6606334841628959
0.05,3,50,31,3,0.8,1,0.6014598540145986,0.6460176991150443,0.6082036775106082,0.6184397163120567,0.6636500754147813
0.05,3,50,31,7,0.4,1,0.6052631578947368,0.6409495548961425,0.6074498567335244,0.6234132581100141,0.6595744680851063
0.05,3,50,31,7,0.6,1,0.6,0.6450662739322534,0.6072423398328691,0.6264044943820225,0.6585735963581184
0.05,3,50,31,7,0.8,1,0.6002928257686676,0.6391752577319587,0.6123595505617978,0.6239316239316239,0.6636500754147813
0.05,3,100,7,1,0.4,1,0.6047904191616766,0.6538461538461539,0.5985611510791367,0.6153846153846154,0.6697388632872504
0.05,3,100,7,1,0.6,1,0.6033182503770739,0.6526315789473685,0.6005747126436781,0.623718887262079,0.655436447166922
0.05,3,100,7,1,0.8,1,0.5978755690440061,0.6517189835575485,0.6008583690987125,0.6244604316546762,0.6574923547400612
0.05,3,100,7,3,0.4,1,0.6015037593984962,0.6596385542168675,0.60431654676259,0.6231884057971014,0.6595744680851063
0.05,3,100,7,3,0.6,1,0.6056971514242878,0.6466165413533834,0.603448275862069,0.625,0.655436447166922
0.05,3,100,7,3,0.8,1,0.5945945945945946,0.6456456456456456,0.6011396011396012,0.6197991391678622,0.6615853658536586
0.05,3,100,7,7,0.4,1,0.6021180030257186,0.6546546546546547,0.6153846153846154,0.625,0.662613981762918
0.05,3,100,7,7,0.6,1,0.6033182503770739,0.649624060150376,0.6,0.6242774566473989,0.6534351145038167
0.05,3,100,7,7,0.8,1,0.5972850678733032,0.6447761194029851,0.603988603988604,0.6213872832369942,0.6525037936267072
0.05,3,100,15,1,0.4,1,0.608433734939759,0.6527570789865872,0.6071942446043166,0.6167400881057269,0.6687116564417178
0.05,3,100,15,1,0.6,1,0.6072507552870091,0.6576168929110106,0.6017191977077364,0.6140350877192983,0.6594761171032357
0.05,3,100,15,1,0.8,1,0.5996955859969558,0.6466165413533834,0.6019971469329529,0.622478386167147,0.6615620214395099
0.05,3,100,15,3,0.4,1,0.5987841945288754,0.656671664167916,0.6060606060606061,0.6259097525473072,0.662613981762918
0.05,3,100,15,3,0.6,1,0.6045112781954888,0.6517189835575485,0.6,0.6171761280931587,0.6555891238670695
0.05,3,100,15,3,0.8,1,0.6054216867469879,0.6446776611694153,0.603988603988604,0.6233766233766234,0.6555386949924128
0.05,3,100,15,7,0.4,1,0.5993975903614458,0.6586466165413534,0.6160583941605839,0.6211901306240929,0.6605783866057838
0.05,3,100,15,7,0.6,1,0.6111951588502269,0.6527570789865872,0.603988603988604,0.625,0.656441717791411
0.05,3,100,15,7,0.8,1,0.6006006006006006,0.6486486486486487,0.6068376068376068,0.6197991391678622,0.6533742331288344
0.05,3,100,31,1,0.4,1,0.608433734939759,0.6527570789865872,0.6071942446043166,0.6167400881057269,0.6687116564417178
0.05,3,100,31,1,0.6,1,0.6072507552870091,0.6546003016591252,0.6005747126436781,0.6140350877192983,0.6594761171032357
0.05,3,100,31,1,0.8,1,0.5996955859969558,0.6466165413533834,0.6019971469329529,0.622478386167147,0.6615620214395099
0.05,3,100,31,3,0.4,1,0.5987841945288754,0.656671664167916,0.6060606060606061,0.6259097525473072,0.662613981762918
0.05,3,100,31,3,0.6,1,0.6045112781954888,0.6517189835575485,0.6,0.6171761280931587,0.6555891238670695
0.05,3,100,31,3,0.8,1,0.6054216867469879,0.6446776611694153,0.603988603988604,0.6233766233766234,0.6555386949924128
0.05,3,100,31,7,0.4,1,0.5993975903614458,0.6586466165413534,0.6160583941605839,0.6211901306240929,0.6605783866057838
0.05,3,100,31,7,0.6,1,0.6111951588502269,0.6527570789865872,0.603988603988604,0.625,0.656441717791411
0.05,3,100,31,7,0.8,1,0.6006006006006006,0.6486486486486487,0.6068376068376068,0.6197991391678622,0.6533742331288344
0.05,3,200,7,1,0.4,1,0.6134969325153374,0.6441717791411042,0.6074074074074074,0.6196769456681351,0.6707692307692308
0.05,3,200,7,1,0.6,1,0.6061538461538462,0.6452599388379205,0.6108663729809104,0.6103703703703703,0.6656394453004623
0.05,3,200,7,1,0.8,1,0.6120556414219475,0.6454545454545455,0.6098265895953757,0.611764705882353,0.6584992343032159
0.05,3,200,7,3,0.4,1,0.6156202143950995,0.6493108728943339,0.6094674556213018,0.6251851851851852,0.6697530864197531
0.05,3,200,7,3,0.6,1,0.6082949308755761,0.6412213740458015,0.6072992700729927,0.6192592592592593,0.6605783866057838
0.05,3,200,7,3,0.8,1,0.5984732824427481,0.6484018264840182,0.6037735849056604,0.6144756277695717,0.6554878048780488
0.05,3,200,7,7,0.4,1,0.6039453717754173,0.6565349544072948,0.6190476190476191,0.6224188790560472,0.662613981762918
0.05,3,200,7,7,0.6,1,0.6052227342549923,0.6464339908952959,0.6070381231671554,0.6235294117647059,0.6645962732919255
0.05,3,200,7,7,0.8,1,0.598159509202454,0.6565809379727685,0.6057971014492753,0.6124260355029586,0.6575342465753424
0.05,3,200,15,1,0.4,1,0.6213292117465224,0.6482334869431644,0.6085672082717873,0.616519174041298,0.6697530864197531
0.05,3,200,15,1,0.6,1,0.6082949308755761,0.654320987654321,0.6104651162790697,0.6142433234421365,0.6666666666666666
0.05,3,200,15,1,0.8,1,0.6116207951070336,0.6484018264840182,0.6040462427745664,0.6162962962962963,0.6533127889060092
0.05,3,200,15,3,0.4,1,0.6153846153846154,0.6543778801843319,0.6124260355029586,0.625,0.6615384615384615
0.05,3,200,15,3,0.6,1,0.6113671274961597,0.649390243902439,0.6058823529411764,0.6130952380952381,0.6718027734976888
0.05,3,200,15,3,0.8,1,0.6073619631901841,0.6513761467889908,0.6107091172214182,0.6162962962962963,0.6505295007564297
0.05,3,200,15,7,0.4,1,0.6085626911314985,0.6565809379727685,0.6190476190476191,0.6185567010309279,0.6666666666666666
0.05,3,200,15,7,0.6,1,0.6021505376344086,0.6484018264840182,0.6095791001451378,0.6174298375184638,0.6615384615384615
0.05,3,200,15,7,0.8,1,0.5984732824427481,0.6534351145038167,0.6028985507246377,0.6144756277695717,0.6636225266362252
0.05,3,200,31,1,0.4,1,0.6213292117465224,0.6503067484662577,0.6085672082717873,0.616519174041298,0.6697530864197531
0.05,3,200,31,1,0.6,1,0.6082949308755761,0.654320987654321,0.6081871345029239,0.6142433234421365,0.6666666666666666
0.05,3,200,31,1,0.8,1,0.6116207951070336,0.6484018264840182,0.6040462427745664,0.6162962962962963,0.6533127889060092
0.05,3,200,31,3,0.4,1,0.6153846153846154,0.6543778801843319,0.6124260355029586,0.625,0.6615384615384615
0.05,3,200,31,3,0.6,1,0.6113671274961597,0.649390243902439,0.6058823529411764,0.6130952380952381,0.6718027734976888
0.05,3,200,31,3,0.8,1,0.6073619631901841,0.6513761467889908,0.6107091172214182,0.6162962962962963,0.6505295007564297
0.05,3,200,31,7,0.4,1,0.6085626911314985,0.6585735963581184,0.6190476190476191,0.6185567010309279,0.6666666666666666
0.05,3,200,31,7,0.6,1,0.6021505376344086,0.6484018264840182,0.6095791001451378,0.6174298375184638,0.6615384615384615
0.05,3,200,31,7,0.8,1,0.5984732824427481,0.6534351145038167,0.6028985507246377,0.6144756277695717,0.6636225266362252
0.05,3,300,7,1,0.4,1,0.6161137440758294,0.6491499227202473,0.6080476900149031,0.60932944606414,0.6584234930448223
0.05,3,300,7,1,0.6,1,0.6086956521739131,0.6521739130434783,0.604992657856094,0.6199701937406855,0.6687402799377916
0.05,3,300,7,1,0.8,1,0.6112852664576802,0.653250773993808,0.6064139941690962,0.6188340807174888,0.6553323029366306
0.05,3,300,7,3,0.4,1,0.6175548589341693,0.6417445482866043,0.612184249628529,0.6094674556213018,0.664624808575804
0.05,3,300,7,3,0.6,1,0.6120556414219475,0.6501547987616099,0.6002928257686676,0.6172106824925816,0.6687306501547987
0.05,3,300,7,3,0.8,1,0.6103286384976526,0.6583850931677019,0.6014598540145986,0.6167664670658682,0.6564885496183206
0.05,3,300,7,7,0.4,1,0.6092307692307692,0.6521739130434783,0.6201780415430267,0.6158357771260997,0.6615620214395099
0.05,3,300,7,7,0.6,1,0.6018518518518519,0.6390168970814132,0.5971014492753624,0.6233382570162481,0.6584234930448223
0.05,3,300,7,7,0.8,1,0.6055900621118012,0.6543778801843319,0.6017441860465116,0.6199701937406855,0.6554878048780488
0.05,3,300,15,1,0.4,1,0.6088328075709779,0.6419753086419753,0.6094674556213018,0.606508875739645,0.6584615384615384
0.05,3,300,15,1,0.6,1,0.6018518518518519,0.6584234930448223,0.6011730205278593,0.6216216216216216,0.6645962732919255
0.05,3,300,15,1,0.8,1,0.6103286384976526,0.6563467492260062,0.6005830903790087,0.6165413533834586,0.6563944530046225
0.05,3,300,15,3,0.4,1,0.6175548589341693,0.6460587326120556,0.6146926536731634,0.6167400881057269,0.6564885496183206
0.05,3,300,15,3,0.6,1,0.6043613707165109,0.6462480857580398,0.6002928257686676,0.6208955223880597,0.6728971962616822
0.05,3,300,15,3,0.8,1,0.613251155624037,0.652241112828439,0.6032210834553441,0.6165413533834586,0.6605504587155964
0.05,3,300,15,7,0.4,1,0.6130030959752322,0.6479750778816199,0.6208955223880597,0.6112759643916914,0.6615620214395099
0.05,3,300,15,7,0.6,1,0.6058732612055642,0.6419753086419753,0.5950653120464441,0.6201780415430267,0.6676970633693973
0.05,3,300,15,7,0.8,1,0.6086956521739131,0.6574074074074074,0.5961820851688693,0.6142433234421365,0.659606656580938
0.05,3,300,31,1,0.4,1,0.6088328075709779,0.6492307692307693,0.6074074074074074,0.6115214180206795,0.6584615384615384
0.05,3,300,31,1,0.6,1,0.5984496124031008,0.6584234930448223,0.6041055718475073,0.6216216216216216,0.6645962732919255
0.05,3,300,31,1,0.8,1,0.6103286384976526,0.6563467492260062,0.6005830903790087,0.6174698795180723,0.6563944530046225
0.05,3,300,31,3,0.4,1,0.6175548589341693,0.6449612403100775,0.6146926536731634,0.6058823529411764,0.6564885496183206
0.05,3,300,31,3,0.6,1,0.6003110419906688,0.6473282442748092,0.5982404692082112,0.6208955223880597,0.6708074534161491
0.05,3,300,31,3,0.8,1,0.613251155624037,0.652241112828439,0.6032210834553441,0.6165413533834586,0.6605504587155964
0.05,3,300,31,7,0.4,1,0.6130030959752322,0.6542635658914728,0.6208955223880597,0.6112759643916914,0.6615620214395099
0.05,3,300,31,7,0.6,1,0.6058732612055642,0.6419753086419753,0.5950653120464441,0.6201780415430267,0.6676970633693973
0.05,3,300,31,7,0.8,1,0.6115444617784711,0.6574074074074074,0.5961820851688693,0.6142433234421365,0.659606656580938
0.05,5,50,7,1,0.4,1,0.601823708206687,0.646795827123696,0.6,0.6253602305475504,0.6615384615384615
0.05,5,50,7,1,0.6,1,0.6006006006006006,0.6425339366515838,0.6017191977077364,0.6262626262626263,0.6574500768049155
0.05,5,50,7,1,0.8,1,0.6074074074074074,0.6457399103139013,0.603988603988604,0.6131805157593123,0.6584992343032159
0.05,5,50,7,3,0.4,1,0.6003062787136294,0.6546003016591252,0.6014388489208633,0.6262626262626263,0.660436137071651
0.05,5,50,7,3,0.6,1,0.6026986506746627,0.6476761619190404,0.6085714285714285,0.6260869565217392,0.6574500768049155
0.05,5,50,7,3,0.8,1,0.6044444444444445,0.6447761194029851,0.6127659574468085,0.6158273381294964,0.6584992343032159
0.05,5,50,7,7,0.4,1,0.6030769230769231,0.6445783132530121,0.5997088791848617,0.6282420749279539,0.6625194401244168
