param_classifier__depth,param_classifier__l2_leaf_reg,param_classifier__learning_rate,param_classifier__n_estimators,param_classifier__random_strength,param_classifier__subsample,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
3,7,0.1,100,1,0.6,0.6056971514242878,0.6466165413533834,0.5994236311239193,0.6260869565217392,0.6583850931677019
3,7,0.1,100,1,0.8,0.6006006006006006,0.6586466165413534,0.6042553191489362,0.6231884057971014,0.6552262090483619
3,7,0.1,100,5,0.4,0.6119402985074627,0.6564885496183206,0.5899280575539568,0.622478386167147,0.6564885496183206
3,7,0.1,100,5,0.6,0.6074074074074074,0.6534954407294833,0.6023054755043228,0.6294706723891274,0.654434250764526
3,7,0.1,100,5,0.8,0.5967503692762186,0.6545454545454545,0.5985611510791367,0.622093023255814,0.6595419847328244
3,7,0.1,200,1,0.4,0.6137404580152672,0.6546003016591252,0.6040462427745664,0.621897810218978,0.664624808575804
3,7,0.1,200,1,0.6,0.6069802731411229,0.6513761467889908,0.604992657856094,0.6286549707602339,0.6728395061728395
3,7,0.1,200,1,0.8,0.599388379204893,0.654320987654321,0.6034985422740525,0.616519174041298,0.6656394453004623
3,7,0.1,200,5,0.4,0.6063348416289592,0.6626506024096386,0.5962910128388017,0.6153846153846154,0.6584615384615384
3,7,0.1,200,5,0.6,0.6090909090909091,0.6443768996960486,0.6038291605301914,0.6202898550724638,0.6656441717791411
3,7,0.1,200,5,0.8,0.593939393939394,0.6575342465753424,0.5961820851688693,0.6277372262773723,0.6625194401244168
3,7,0.1,300,1,0.4,0.6092307692307692,0.6584992343032159,0.6085672082717873,0.6205882352941177,0.6697819314641744
3,7,0.1,300,1,0.6,0.6006191950464397,0.6512345679012346,0.606508875739645,0.6231454005934718,0.6708268330733229
3,7,0.1,300,1,0.8,0.6175548589341693,0.6531881804043546,0.5991189427312775,0.61698956780924,0.6645865834633385
3,7,0.1,300,5,0.4,0.6067073170731707,0.6594761171032357,0.5979680696661829,0.6133720930232558,0.6666666666666666
3,7,0.1,300,5,0.6,0.6055045871559633,0.6511627906976745,0.5997045790251108,0.6144756277695717,0.6666666666666666
3,7,0.1,300,5,0.8,0.5990783410138248,0.6511627906976745,0.5979381443298969,0.6215022091310751,0.6594427244582043
5,1,0.01,50,1,0.4,0.5915492957746479,0.6346433770014556,0.5867768595041323,0.6216596343178622,0.6269956458635704
5,1,0.01,50,1,0.6,0.5971830985915493,0.6442166910688141,0.5867768595041323,0.6171107994389902,0.6419019316493314
5,1,0.01,50,1,0.8,0.5991440798858774,0.6391752577319587,0.5861111111111111,0.6143250688705234,0.62882096069869
5,1,0.01,50,5,0.4,0.5991440798858774,0.6412429378531074,0.5843621399176955,0.6104972375690608,0.6182336182336182
5,1,0.01,50,5,0.6,0.5841446453407511,0.6410256410256411,0.585635359116022,0.6079779917469051,0.6191155492154066
5,1,0.01,50,5,0.8,0.5870786516853933,0.6420454545454546,0.5859697386519945,0.6119610570236439,0.6298984034833092
5,1,0.01,100,1,0.4,0.597997138769671,0.6448736998514116,0.5938375350140056,0.6166902404526167,0.6398809523809523
5,1,0.01,100,1,0.6,0.6051873198847262,0.6389301634472511,0.5932203389830508,0.614950634696756,0.641566265060241
5,1,0.01,100,1,0.8,0.6031746031746031,0.6397608370702541,0.5932203389830508,0.6169014084507042,0.6406015037593985
5,1,0.01,100,5,0.4,0.593974175035868,0.6424418604651163,0.5924895688456189,0.6155988857938719,0.622478386167147
