param_classifier__colsample_bytree,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__subsample,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.8,0.05,7,3,400,0.8,0.5880281690140845,0.6373239436619719,0.5989847715736041,0.5793103448275863,0.626970227670753
0.8,0.05,7,5,100,0.4,0.6136363636363636,0.6547811993517018,0.6184615384615385,0.6125,0.6568144499178982
0.8,0.05,7,5,100,0.6,0.6120401337792643,0.6590909090909091,0.6273291925465838,0.6134585289514867,0.6448445171849427
0.8,0.05,7,5,100,0.8,0.5963149078726968,0.6677524429967426,0.6049382716049383,0.6214511041009464,0.6436781609195402
0.8,0.05,7,5,200,0.4,0.5963149078726968,0.6677852348993288,0.6086956521739131,0.602291325695581,0.6434494195688225
0.8,0.05,7,5,200,0.6,0.6079734219269103,0.654300168634064,0.6009693053311793,0.5977382875605816,0.6421404682274248
0.8,0.05,7,5,200,0.8,0.5882352941176471,0.6565656565656566,0.6129032258064516,0.6078431372549019,0.6408094435075885
0.8,0.05,7,5,300,0.4,0.5986394557823129,0.652027027027027,0.6058631921824105,0.5953177257525084,0.6420168067226891
0.8,0.05,7,5,300,0.6,0.6098807495741057,0.6552315608919382,0.6141215106732348,0.5957446808510638,0.6343906510851419
0.8,0.05,7,5,300,0.8,0.5846153846153846,0.652027027027027,0.6072607260726073,0.5983193277310924,0.6385135135135135
0.8,0.05,7,5,400,0.4,0.5986159169550173,0.649746192893401,0.6115702479338843,0.5896147403685092,0.626916524701874
0.8,0.05,7,5,400,0.6,0.5958188153310104,0.6422338568935427,0.6138613861386139,0.5933333333333334,0.6232876712328768
